gi|49482253|ref|NC_002952.2|,gi|151220212|ref|NC_009641.1|,94.57,30203,0,1622,7,1510553,1540741,1482957,1513154,0.0,4.671e+04
gi|49482253|ref|NC_002952.2|,gi|151220212|ref|NC_009641.1|,98.41,23990,0,348,11,1,23966,1,23981,0.0,4.415e+04
gi|49482253|ref|NC_002952.2|,gi|151220212|ref|NC_009641.1|,99.12,19475,0,168,4,1218194,1237667,1212001,1231472,0.0,3.658e+04
gi|49482253|ref|NC_002952.2|,gi|151220212|ref|NC_009641.1|,98.77,17714,0,215,2,1257638,1275350,1251383,1269095,0.0,3.301e+04
gi|49482253|ref|NC_002952.2|,gi|151220212|ref|NC_009641.1|,98.74,17351,0,216,3,1640555,1657903,1568420,1585769,0.0,3.240e+04
gi|49482253|ref|NC_002952.2|,gi|151220212|ref|NC_009641.1|,98.44,16710,0,256,4,956598,973304,917446,934154,0.0,3.082e+04
gi|49482253|ref|NC_002952.2|,gi|151220212|ref|NC_009641.1|,97.97,17118,0,341,5,190085,207198,140713,157827,0.0,3.082e+04
gi|49482253|ref|NC_002952.2|,gi|151220212|ref|NC_009641.1|,97.51,17254,0,404,7,2739614,2756859,2718096,2735332,0.0,3.062e+04
gi|49482253|ref|NC_002952.2|,gi|151220212|ref|NC_009641.1|,99.98,15469,0,2,1,2131467,2146934,2095148,2110616,0.0,3.040e+04
gi|49482253|ref|NC_002952.2|,gi|151220212|ref|NC_009641.1|,98.64,15810,0,197,4,242692,258484,195999,211807,0.0,2.951e+04
gi|49482253|ref|NC_002952.2|,gi|151220212|ref|NC_009641.1|,98.80,15814,0,183,6,1031188,1046998,983442,999251,0.0,2.943e+04
gi|49482253|ref|NC_002952.2|,gi|151220212|ref|NC_009641.1|,98.80,15609,0,172,2,940956,956563,901709,917303,0.0,2.930e+04
gi|49482253|ref|NC_002952.2|,gi|151220212|ref|NC_009641.1|,98.87,15457,0,170,3,1661306,1676759,1586472,1601927,0.0,2.896e+04
gi|49482253|ref|NC_002952.2|,gi|151220212|ref|NC_009641.1|,97.52,15991,0,387,8,389144,405130,389512,405497,0.0,2.831e+04
gi|49482253|ref|NC_002952.2|,gi|151220212|ref|NC_009641.1|,97.75,15907,0,342,10,1865535,1881431,1785361,1801261,0.0,2.831e+04
gi|49482253|ref|NC_002952.2|,gi|151220212|ref|NC_009641.1|,99.07,14383,0,132,2,1702913,1717294,1628062,1642443,0.0,2.708e+04
gi|49482253|ref|NC_002952.2|,gi|151220212|ref|NC_009641.1|,97.92,14876,0,304,3,1083750,1098624,1036023,1050894,0.0,2.690e+04
gi|49482253|ref|NC_002952.2|,gi|151220212|ref|NC_009641.1|,97.86,14836,0,316,2,126659,141493,76235,91069,0.0,2.683e+04
gi|49482253|ref|NC_002952.2|,gi|151220212|ref|NC_009641.1|,99.81,13499,0,24,1,2394289,2407787,2362569,2376066,0.0,2.635e+04
gi|49482253|ref|NC_002952.2|,gi|151220212|ref|NC_009641.1|,99.05,13847,0,126,5,1749584,1763426,1674653,1688498,0.0,2.618e+04
gi|49482253|ref|NC_002952.2|,gi|151220212|ref|NC_009641.1|,98.80,13793,0,154,4,2441491,2455282,2409890,2423671,0.0,2.589e+04
gi|49482253|ref|NC_002952.2|,gi|151220212|ref|NC_009641.1|,98.58,13963,0,195,1,2199073,2213032,2166296,2180258,0.0,2.574e+04
gi|49482253|ref|NC_002952.2|,gi|151220212|ref|NC_009641.1|,97.37,14489,0,379,2,1416925,1431412,1391317,1405804,0.0,2.557e+04
gi|49482253|ref|NC_002952.2|,gi|151220212|ref|NC_009641.1|,97.83,14221,0,299,8,481976,496193,470336,484549,0.0,2.540e+04
